Date,Open,High,Low,Close,Adj Close,Volume
2017-02-09,1055.48999,1073.030029,924.650024,978.9600220000001,978.9600220000001,145839317
2017-02-10,978.9600220000001,1005.599976,947.0200199999999,997.6099849999999,997.6099849999999,60639111
2017-02-11,997.6099849999999,1014.320007,983.929993,1008.320007,1008.320007,28504495
2017-02-12,1008.320007,1007.820007,992.4500119999999,996.5200199999999,996.5200199999999,14825023
2017-02-13,996.5200199999999,1007.6099849999999,975.099976,995.3599849999999,995.3599849999999,32785064
2017-02-14,995.3599849999999,1013.7999880000001,986.4600220000001,1008.340027,1008.340027,39810076
2017-02-15,1008.340027,1010.929993,999.7299800000001,1008.1900019999999,1008.1900019999999,23569549
2017-02-16,1008.1900019999999,1040.280029,1007.3900150000001,1031.930054,1031.930054,39114743
2017-02-17,1031.930054,1057.390015,1025.869995,1049.410034,1049.410034,47815360
2017-02-18,1049.410034,1063.209961,1044.680054,1052.280029,1052.280029,26856521
2017-02-19,1052.280029,1056.47998,1037.670044,1048.890015,1048.890015,18876881
2017-02-20,1048.890015,1081.780029,1040.98999,1077.560059,1077.560059,32959720
2017-02-21,1077.560059,1123.030029,1073.540039,1119.030029,1119.030029,62908569
2017-02-22,1119.030029,1132.25,1094.829956,1120.459961,1120.459961,53647453
2017-02-23,1120.459961,1181.599976,1113.540039,1171.910034,1171.910034,75663167
2017-02-24,1171.910034,1211.73999,1092.410034,1176.48999,1176.48999,126978010
2017-02-25,1176.48999,1180.01001,1116.209961,1149.050049,1149.050049,53003830
2017-02-26,1149.050049,1177.469971,1130.609985,1171.579956,1171.579956,35750258
2017-02-27,1171.579956,1195.819946,1164.27002,1188.829956,1188.829956,42035366
2017-02-28,1188.829956,1208.219971,1175.75,1189.27002,1189.27002,60371869
2017-03-01,1189.27002,1225.040039,1154.550049,1222.660034,1222.660034,61964760
2017-03-02,1222.660034,1286.97998,1211.959961,1255.469971,1255.469971,98040639
2017-03-03,1255.469971,1291.349976,1250.800049,1283.300049,1283.300049,85876262
2017-03-04,1283.300049,1285.780029,1228.72998,1264.319946,1264.319946,48597934
2017-03-05,1264.319946,1273.280029,1242.099976,1271.219971,1271.219971,32104972
2017-03-06,1271.219971,1280.609985,1261.0,1277.01001,1277.01001,39591110
2017-03-07,1277.01001,1280.890015,1148.660034,1232.689941,1232.689941,108673876
2017-03-08,1232.689941,1242.040039,1136.880005,1146.969971,1146.969971,116342973
2017-03-09,1146.969971,1206.969971,1129.349976,1191.329956,1191.329956,70427061
2017-03-10,1191.329956,1330.420044,988.6900019999999,1112.390015,1112.390015,223836041
2017-03-11,1112.390015,1202.689941,1104.780029,1179.219971,1179.219971,82387198
2017-03-12,1179.219971,1235.459961,1160.900024,1225.109985,1225.109985,53441762
2017-03-13,1225.109985,1245.630005,1205.609985,1238.189941,1238.189941,74376298
2017-03-14,1238.189941,1255.52002,1218.380005,1243.140015,1243.140015,56058617
2017-03-15,1243.140015,1256.949951,1236.430054,1253.430054,1253.430054,54486699
2017-03-16,1253.430054,1260.23999,1118.959961,1172.880005,1172.880005,159409024
2017-03-17,1172.880005,1174.900024,1063.47998,1071.709961,1071.709961,183879768
2017-03-18,1071.709961,1103.609985,940.179993,971.3800050000001,971.3800050000001,212772055
2017-03-19,971.3800050000001,1063.670044,967.3099980000001,1022.599976,1022.599976,108128237
2017-03-20,1022.599976,1057.5,1005.0499880000001,1047.51001,1047.51001,63833143
2017-03-21,1047.51001,1125.530029,1043.869995,1121.290039,1121.290039,101051998
2017-03-22,1121.290039,1121.880005,997.7800289999999,1044.719971,1044.719971,120730492
2017-03-23,1044.719971,1062.790039,1022.0200199999999,1035.030029,1035.030029,58898141
2017-03-24,1035.030029,1038.380005,927.349976,939.7000119999999,939.7000119999999,130042865
2017-03-25,939.7000119999999,995.9600220000001,890.429993,966.2999880000001,966.2999880000001,118395054
2017-03-26,966.2999880000001,1004.320007,946.650024,969.4400019999999,969.4400019999999,83255983
2017-03-27,969.4400019999999,1048.849976,961.7999880000001,1045.140015,1045.140015,92332221
2017-03-28,1045.140015,1068.410034,1015.4500119999999,1044.420044,1044.420044,83567551
2017-03-29,1044.420044,1058.660034,1008.340027,1041.900024,1041.900024,71261535
2017-03-30,1041.900024,1052.660034,1020.929993,1037.910034,1037.910034,77633883
2017-03-31,1037.910034,1088.199951,1035.180054,1079.109985,1079.109985,96543920
2017-04-01,1079.109985,1103.73999,1067.469971,1086.119995,1086.119995,55020078
2017-04-02,1086.119995,1109.47998,1074.209961,1097.400024,1097.400024,77853933
2017-04-03,1097.400024,1157.869995,1095.550049,1147.560059,1147.560059,111870807
2017-04-04,1147.560059,1161.189941,1122.150024,1141.77002,1141.77002,81164094
2017-04-05,1141.77002,1143.839966,1110.060059,1129.869995,1129.869995,78335573
2017-04-06,1129.869995,1201.550049,1130.51001,1188.699951,1188.699951,108182158
2017-04-07,1188.699951,1201.22998,1173.180054,1190.48999,1190.48999,71184485
2017-04-08,1190.48999,1198.219971,1166.650024,1180.780029,1180.780029,39393003
2017-04-09,1180.780029,1215.099976,1173.98999,1204.339966,1204.339966,54498333
2017-04-10,1204.339966,1214.869995,1194.810059,1206.709961,1206.709961,48473680
2017-04-11,1206.709961,1229.569946,1195.76001,1220.73999,1220.73999,45563707
2017-04-12,1220.73999,1225.459961,1207.359985,1212.530029,1212.530029,54699396
2017-04-13,1212.530029,1218.660034,1150.290039,1176.199951,1176.199951,78456422
2017-04-14,1176.199951,1195.400024,1162.160034,1177.329956,1177.329956,56129576
2017-04-15,1177.329956,1194.849976,841.5300289999999,1176.98999,1176.98999,33877537
2017-04-16,1176.98999,1187.969971,1166.73999,1176.800049,1176.800049,22538918
2017-04-17,1176.800049,1202.969971,1172.810059,1194.01001,1194.01001,56095607
2017-04-18,1194.01001,1213.880005,1191.140015,1206.089966,1206.089966,64900219
2017-04-19,1206.089966,1218.209961,1194.079956,1215.199951,1215.199951,53034357
2017-04-20,1215.199951,1246.640015,1210.670044,1238.089966,1238.089966,69223360
2017-04-21,1238.089966,1256.969971,1235.560059,1249.640015,1249.640015,52498296
2017-04-22,1249.640015,1256.969971,1215.780029,1240.890015,1240.890015,55776932
2017-04-23,1240.890015,1256.22998,1223.060059,1249.140015,1249.140015,54224355
2017-04-24,1249.140015,1256.359985,1234.859985,1248.180054,1248.180054,49281629
2017-04-25,1248.180054,1272.619995,1244.209961,1264.310059,1264.310059,56659016
2017-04-26,1264.310059,1309.199951,1263.0,1286.630005,1286.630005,77649710
2017-04-27,1286.630005,1346.790039,1285.300049,1332.910034,1332.910034,83319636
2017-04-28,1332.910034,1356.150024,1287.619995,1329.619995,1329.619995,104536476
2017-04-29,1329.619995,1343.689941,1314.150024,1336.280029,1336.280029,55982468
2017-04-30,1336.280029,1358.939941,1309.660034,1351.910034,1351.910034,55470285
2017-05-01,1351.910034,1448.680054,1342.780029,1415.810059,1415.810059,144414038
2017-05-02,1415.810059,1471.140015,1394.829956,1445.930054,1445.930054,103342244
2017-05-03,1445.930054,1496.390015,1424.050049,1485.550049,1485.550049,122551707
2017-05-04,1485.550049,1609.839966,1437.109985,1516.76001,1516.76001,213084949
2017-05-05,1516.76001,1588.109985,1485.01001,1507.77002,1507.77002,188015771
2017-05-06,1507.77002,1560.420044,1503.930054,1545.290039,1545.290039,92747185
2017-05-07,1545.290039,1572.890015,1495.180054,1554.449951,1554.449951,111708072
2017-05-08,1554.449951,1667.670044,1552.859985,1664.469971,1664.469971,174687869
2017-05-09,1664.469971,1757.390015,1619.969971,1697.5,1697.5,219169486
2017-05-10,1697.5,1766.180054,1664.98999,1752.310059,1752.310059,156203600
2017-05-11,1752.310059,1864.7600100000002,1741.540039,1819.290039,1819.290039,198829123
2017-05-12,1819.290039,1822.5100100000002,1641.180054,1686.390015,1686.390015,192159873
2017-05-13,1686.390015,1770.5,1594.589966,1763.7399899999998,1763.7399899999998,128390095
2017-05-14,1763.7399899999998,1802.75,1736.130005,1772.550049,1772.550049,72874378
2017-05-15,1772.550049,1776.6500239999998,1656.810059,1708.9200440000002,1708.9200440000002,138499150
2017-05-16,1708.9200440000002,1752.550049,1653.719971,1729.339966,1729.339966,130379207
2017-05-17,1729.339966,1842.8299559999998,1703.969971,1801.300049,1801.300049,170954154
2017-05-18,1801.300049,1980.4899899999998,1791.119995,1880.9899899999998,1880.9899899999998,135901905
2017-05-19,1880.9899899999998,1969.699951,1875.280029,1962.0,1962.0,191523926
2017-05-20,1962.0,2048.449951,1944.4000239999998,2040.180054,2040.180054,179346919
2017-05-21,2040.180054,2094.939941,1980.069946,2044.189941,2044.189941,161036810
2017-05-22,2044.189941,2264.76001,1998.609985,2124.409912,2124.409912,373482496
2017-05-23,2124.409912,2286.300049,2110.780029,2272.580078,2272.580078,251969081
2017-05-24,2272.580078,2496.97998,2263.290039,2445.280029,2445.280029,353734030
2017-05-25,2445.280029,2781.76001,2210.47998,2307.219971,2307.219971,622139030
2017-05-26,2306.959961,2616.52002,2051.449951,2244.889893,2244.889893,441342711
2017-05-27,2244.889893,2322.3701170000004,1868.560059,2052.429932,2052.429932,446034004
2017-05-28,2052.429932,2300.52002,2051.070068,2189.02002,2189.02002,266766116
2017-05-29,2189.02002,2337.350098,2117.340088,2278.209961,2278.209961,204101576
2017-05-30,2278.209961,2329.26001,2147.100098,2192.550049,2192.550049,270069146
2017-05-31,2192.550049,2330.6201170000004,2168.3701170000004,2303.340088,2303.340088,261223035
2017-06-01,2303.340088,2460.840088,2303.340088,2412.649902,2412.649902,290070431
2017-06-02,2412.649902,2493.969971,2385.590088,2492.600098,2492.600098,199765372
2017-06-03,2492.600098,2582.77002,2449.949951,2545.429932,2545.429932,177168595
2017-06-04,2545.429932,2559.790039,2478.179932,2524.060059,2524.060059,149060810
2017-06-05,2524.060059,2705.3798829999996,2523.919922,2704.959961,2704.959961,225611887
2017-06-06,2704.959961,2931.23999,2699.679932,2870.5,2870.5,538772473
2017-06-07,2870.5,2880.949951,2626.560059,2691.51001,2691.51001,340329903
2017-06-08,2691.51001,2808.409912,2623.610107,2798.780029,2798.780029,260898606
2017-06-09,2798.780029,2852.070068,2786.070068,2811.429932,2811.429932,189237110
2017-06-10,2811.429932,2914.189941,2807.360107,2900.25,2900.25,246869682
2017-06-11,2900.25,2977.860107,2867.25,2973.449951,2973.449951,241516660
2017-06-12,2973.449951,2985.060059,2483.6298829999996,2656.77002,2656.77002,585158909
2017-06-13,2656.77002,2784.77002,2647.439941,2712.98999,2712.98999,314476276
2017-06-14,2712.98999,2803.719971,2348.98999,2467.27002,2467.27002,448294279
2017-06-15,2467.27002,2521.600098,2125.560059,2442.459961,2442.459961,606264366
2017-06-16,2442.459961,2536.419922,2335.280029,2508.580078,2508.580078,286630757
2017-06-17,2508.580078,2690.709961,2454.810059,2655.100098,2655.100098,246698591
2017-06-18,2655.100098,2676.040039,2488.590088,2539.560059,2539.560059,235239296
2017-06-19,2539.560059,2617.75,2518.780029,2616.820068,2616.820068,210372750
2017-06-20,2616.820068,2800.47998,2613.97998,2754.3798829999996,2754.3798829999996,300034010
2017-06-21,2754.3798829999996,2804.409912,2624.350098,2677.6201170000004,2677.6201170000004,313234721
2017-06-22,2677.6201170000004,2757.320068,2623.169922,2722.840088,2722.840088,210318780
2017-06-23,2722.840088,2759.659912,2699.47998,2710.3701170000004,2710.3701170000004,155303414
2017-06-24,2710.3701170000004,2741.560059,2540.350098,2590.050049,2590.050049,228007287
2017-06-25,2590.050049,2660.659912,2472.3701170000004,2541.6201170000004,2541.6201170000004,220679135
2017-06-26,2541.6201170000004,2584.75,2327.26001,2446.050049,2446.050049,401912134
2017-06-27,2446.050049,2585.060059,2309.6298829999996,2583.75,2583.75,381517099
2017-06-28,2583.75,2616.949951,2490.110107,2577.73999,2577.73999,279792448
2017-06-29,2577.73999,2605.860107,2526.51001,2558.3701170000004,2558.3701170000004,191733499
2017-06-30,2558.3701170000004,2576.280029,2469.540039,2480.610107,2480.610107,183878856
2017-07-01,2480.610107,2529.6201170000004,2387.469971,2424.610107,2424.610107,160661673
2017-07-02,2424.610107,2555.340088,2375.860107,2536.459961,2536.459961,165839565
2017-07-03,2536.459961,2617.47998,2506.300049,2572.469971,2572.469971,212244951
2017-07-04,2572.469971,2658.72998,2569.98999,2617.320068,2617.320068,210433639
2017-07-05,2617.320068,2642.73999,2562.040039,2627.860107,2627.860107,232257106
2017-07-06,2627.860107,2634.840088,2581.800049,2614.23999,2614.23999,156558009
2017-07-07,2614.23999,2617.47998,2484.72998,2513.8798829999996,2513.8798829999996,229168229
2017-07-08,2513.8798829999996,2568.72998,2480.6201170000004,2564.860107,2564.860107,136973389
2017-07-09,2564.860107,2576.72998,2509.649902,2511.429932,2511.429932,99506518
2017-07-10,2511.429932,2530.340088,2271.790039,2344.02002,2344.02002,297270301
2017-07-11,2344.02002,2412.75,2265.47998,2324.290039,2324.290039,341998621
2017-07-12,2324.290039,2424.820068,2262.080078,2403.090088,2403.090088,257095280
2017-07-13,2403.090088,2436.659912,2334.959961,2362.439941,2362.439941,208630220
2017-07-14,2362.439941,2370.530029,2165.360107,2234.169922,2234.169922,257704533
2017-07-15,2234.169922,2237.1298829999996,1974.030029,1975.0799559999998,1975.0799559999998,320719096
2017-07-16,1975.0799559999998,2044.410034,1808.9899899999998,1914.089966,1914.089966,364287861
2017-07-17,1914.089966,2233.830078,1913.790039,2233.389893,2233.389893,368366495
2017-07-18,2233.389893,2400.73999,2164.590088,2320.22998,2320.22998,465220151
2017-07-19,2320.22998,2412.3798829999996,2243.1298829999996,2282.580078,2282.580078,357639189
2017-07-20,2282.580078,2932.810059,2282.110107,2866.02002,2866.02002,807416890
2017-07-21,2866.02002,2873.959961,2622.540039,2675.080078,2675.080078,529154789
2017-07-22,2675.080078,2876.709961,2658.590088,2836.530029,2836.530029,341992860
2017-07-23,2836.530029,2856.669922,2675.649902,2756.610107,2756.610107,299869260
2017-07-24,2756.610107,2798.889893,2715.689941,2763.419922,2763.419922,229047365
2017-07-25,2763.419922,2779.080078,2472.6201170000004,2582.580078,2582.580078,534765380
2017-07-26,2582.580078,2631.72998,2441.540039,2559.209961,2559.209961,340465234
2017-07-27,2559.209961,2712.919922,2547.73999,2691.8798829999996,2691.8798829999996,269880857
2017-07-28,2691.8798829999996,2843.780029,2683.590088,2806.75,2806.75,383479795
2017-07-29,2806.75,2812.1298829999996,2699.419922,2733.5,2733.5,230818894
2017-07-30,2733.5,2773.060059,2621.679932,2766.48999,2766.48999,222933516
2017-07-31,2766.48999,2916.300049,2723.050049,2883.27002,2883.27002,254836601
2017-08-01,2883.27002,2946.02002,2659.6201170000004,2746.98999,2746.98999,341216428
2017-08-02,2746.98999,2773.800049,2668.8701170000004,2720.530029,2720.530029,222534344
2017-08-03,2720.530029,2822.8798829999996,2717.6201170000004,2809.98999,2809.98999,188517085
2017-08-04,2809.98999,2892.669922,2779.51001,2878.48999,2878.48999,195800289
2017-08-05,2878.48999,3344.01001,2875.909912,3262.800049,3262.800049,503737620
2017-08-06,3262.800049,3295.070068,3166.52002,3232.030029,3232.030029,196484496
2017-08-07,3232.030029,3425.1298829999996,3198.51001,3401.9099119999996,3401.9099119999996,294021645
2017-08-08,3401.9099119999996,3494.8701170000004,3357.149902,3429.3798829999996,3429.3798829999996,366169429
2017-08-09,3429.3798829999996,3437.149902,3251.030029,3348.790039,3348.790039,324058681
2017-08-10,3348.790039,3453.8400880000004,3322.919922,3425.669922,3425.669922,242024460
2017-08-11,3425.669922,3706.4799799999996,3409.790039,3654.3701170000004,3654.3701170000004,345135492
2017-08-12,3654.3701170000004,3967.26001,3611.360107,3871.6201170000004,3871.6201170000004,469532325
2017-08-13,3871.6201170000004,4189.419922,3847.3100590000004,4062.600098,4062.600098,638917500
2017-08-14,4062.600098,4336.709961,3978.9499509999996,4327.939941,4327.939941,540927757
2017-08-15,4327.939941,4436.47998,3837.1298829999996,4161.660156,4161.660156,872840682
2017-08-16,4161.660156,4398.060059,3938.6201170000004,4387.399902,4387.399902,472960334
2017-08-17,4387.399902,4487.5,4194.100098,4278.919922,4278.919922,554232802
2017-08-18,4278.919922,4362.72998,3978.280029,4105.370117,4105.370117,603898315
2017-08-19,4105.370117,4189.680176,3957.459961,4150.450195,4150.450195,462723151
2017-08-20,4150.450195,4182.290039,4034.399902,4066.600098,4066.600098,288193446
2017-08-21,4066.600098,4097.25,3966.929932,4005.100098,4005.100098,365174045
2017-08-22,4005.100098,4142.680176,3612.209961,4089.6999509999996,4089.6999509999996,659657838
2017-08-23,4089.6999509999996,4255.620117,4070.48999,4141.089844,4141.089844,402340258
2017-08-24,4141.089844,4364.109863000001,4111.709961,4318.350098,4318.350098,305373477
2017-08-25,4318.350098,4461.709961,4292.629883,4364.410156,4364.410156,362283252
2017-08-26,4364.410156,4379.279785,4263.279785,4352.299805,4352.299805,199403922
2017-08-27,4352.299805,4408.180176,4321.120117,4345.75,4345.75,185180843
2017-08-28,4345.75,4403.129883,4195.22998,4390.310059,4390.310059,325285703
2017-08-29,4390.310059,4647.830078,4350.220215,4597.310059,4597.310059,455467850
2017-08-30,4597.310059,4644.060059,4491.790039,4583.02002,4583.02002,313466398
2017-08-31,4583.02002,4765.069824,4580.129883,4735.109863000001,4735.109863000001,338981145
2017-09-01,4735.109863000001,4925.22998,4690.169922,4921.850098,4921.850098,491140364
2017-09-02,4921.850098,4976.52002,4448.640136999999,4573.799805,4573.799805,747713818
2017-09-03,4573.799805,4719.779785,4397.740234000001,4612.919922,4612.919922,470135795
2017-09-04,4612.919922,4621.009765999999,4098.580078,4267.450195,4267.450195,737216060
2017-09-05,4267.450195,4496.669922,4004.6201170000004,4409.080078,4409.080078,673846827
2017-09-06,4409.080078,4660.040039,4401.529785,4618.709961,4618.709961,504717245
2017-09-07,4618.709961,4690.549805,4493.200195,4635.600098,4635.600098,324939872
2017-09-08,4635.600098,4699.589844,4130.879883,4326.450195,4326.450195,786819863
2017-09-09,4326.450195,4402.149902,4185.330078,4335.129883,4335.129883,332195251
2017-09-10,4335.129883,4338.080078,4032.149902,4245.890136999999,4245.890136999999,451244396
2017-09-11,4245.890136999999,4364.419922,4134.620117,4217.899902,4217.899902,375254125
2017-09-12,4217.899902,4387.759765999999,4074.969971,4158.919922,4158.919922,453402207
2017-09-13,4158.919922,4174.580078,3752.01001,3870.290039,3870.290039,728385231
2017-09-14,3870.290039,3930.6899409999996,3218.97998,3243.080078,3243.080078,1118258889
2017-09-15,3243.080078,3824.429932,2979.8798829999996,3713.76001,3713.76001,1519153953
2017-09-16,3713.76001,3893.669922,3551.830078,3698.919922,3698.919922,627559216
2017-09-17,3698.919922,3796.5600590000004,3485.830078,3689.610107,3689.610107,351250484
2017-09-18,3689.610107,4122.75,3689.0,4100.279785,4100.279785,586938661
2017-09-19,4100.279785,4120.709961,3852.219971,3907.959961,3907.959961,488897829
2017-09-20,3907.959961,4053.040039,3846.76001,3882.1599119999996,3882.1599119999996,342438072
2017-09-21,3882.1599119999996,3912.790039,3576.540039,3617.2700200000004,3617.2700200000004,543570164
2017-09-22,3617.2700200000004,3753.51001,3505.8100590000004,3600.830078,3600.830078,414612501
2017-09-23,3600.830078,3813.389893,3563.179932,3788.0200200000004,3788.0200200000004,253370774
2017-09-24,3788.0200200000004,3790.889893,3633.8798829999996,3667.5200200000004,3667.5200200000004,183852135
2017-09-25,3667.5200200000004,3971.5,3665.669922,3932.830078,3932.830078,386674961
2017-09-26,3932.830078,3982.3100590000004,3858.75,3892.6999509999996,3892.6999509999996,248481868
2017-09-27,3892.6999509999996,4232.350098,3882.080078,4212.200195,4212.200195,480358673
2017-09-28,4212.200195,4274.640136999999,4112.879883,4195.649902,4195.649902,386909537
2017-09-29,4195.649902,4237.509765999999,4030.3701170000004,4172.790039,4172.790039,404599756
2017-09-30,4172.790039,4383.27002,4164.25,4360.620117,4360.620117,290796939
2017-10-01,4360.620117,4412.620117,4258.319824,4403.089844,4403.089844,262485153
2017-10-02,4403.089844,4477.379883,4364.669922,4401.319824,4401.319824,314621927
2017-10-03,4401.319824,4435.990234000001,4230.72998,4314.180176,4314.180176,353046057
2017-10-04,4314.180176,4355.290039,4183.569824,4218.660156,4218.660156,272424730
2017-10-05,4218.660156,4365.759765999999,4143.350098,4321.439941,4321.439941,271914958
2017-10-06,4321.439941,4422.149902,4296.930176,4371.939941,4371.939941,269878225
2017-10-07,4371.939941,4472.919922,4319.47998,4435.810059,4435.810059,176332039
2017-10-08,4435.810059,4622.870117,4419.359863000001,4611.700195,4611.700195,323063950
2017-10-09,4611.700195,4875.379883,4556.149902,4777.490234000001,4777.490234000001,518586828
2017-10-10,4777.490234000001,4930.0,4722.810059,4763.359863000001,4763.359863000001,475717720
2017-10-11,4763.359863000001,4874.890136999999,4718.600098,4824.200195,4824.200195,338533507
2017-10-12,4824.200195,5432.629883,4814.97998,5432.620117,5432.620117,848641969
2017-10-13,5432.620117,5852.779785,5391.970215,5637.259765999999,5637.259765999999,1211469140
2017-10-14,5637.259765999999,5839.620117,5568.859863000001,5824.709961,5824.709961,434406119
2017-10-15,5824.709961,5862.689941,5448.220215,5688.140136999999,5688.140136999999,571166215
2017-10-16,5677.350098,5795.330078,5576.100098,5759.330078,5759.330078,349154669
2017-10-17,5759.25,5773.319824,5521.089844,5598.580078,5598.580078,368658284
2017-10-18,5598.580078,5601.299805,5114.870117,5575.830078,5575.830078,654722509
2017-10-19,5576.709961,5737.410156,5517.620117,5698.649902,5698.649902,469774559
2017-10-20,5698.620117,6075.319824,5611.390136999999,5993.109863000001,5993.109863000001,729487923
2017-10-21,5993.109863000001,6187.200195,5874.540039,6006.649902,6006.649902,684989667
2017-10-22,6006.649902,6070.560059,5722.97998,5982.859863000001,5982.859863000001,618893096
2017-10-23,5982.859863000001,6048.97998,5644.220215,5903.609863000001,5903.609863000001,801148315
2017-10-24,5903.609863000001,5904.629883,5463.410156,5513.080078,5513.080078,811951129
2017-10-25,5513.080078,5747.959961,5375.640136999999,5734.0,5734.0,585738379
2017-10-26,5734.0,5970.399902,5689.919922,5887.609863000001,5887.609863000001,547664553
2017-10-27,5887.620117,5997.830078,5692.319824,5764.560059,5764.560059,488283724
2017-10-28,5764.560059,5871.040039,5654.799805,5726.609863000001,5726.609863000001,305611140
2017-10-29,5726.609863000001,6295.430176,5679.370117,6147.52002,6147.52002,966990808
2017-10-30,6147.700195,6226.180176,6018.970215,6124.279785,6124.279785,481600502
2017-10-31,6124.279785,6467.200195,6090.830078,6451.240234000001,6451.240234000001,637838767
2017-11-01,6449.100098,6738.740234000001,6355.0,6737.779785,6737.779785,869798619
2017-11-02,6737.779785,7339.910156,6737.77002,7024.810059,7024.810059,1663170039
2017-11-03,7024.810059,7445.620117,6938.930176000001,7152.120117,7152.120117,1120978013
2017-11-04,7146.97998,7492.240234000001,6957.839844,7363.799805,7363.799805,773371754
2017-11-05,7363.799805,7599.439941,7284.330078,7389.549805,7389.549805,789287755
2017-11-06,7389.549805,7429.700195,6934.72998,6959.22998,6959.22998,1148125488
2017-11-07,6959.27002,7222.370117,6957.799805,7102.75,7102.75,716798409
2017-11-08,7102.22998,7869.100098000001,7026.970215,7444.359863,7444.359863,1632547465
2017-11-09,7444.359863,7457.120117,7040.830078,7129.589844,7129.589844,915963933
2017-11-10,7129.589844,7318.970215,6406.049805,6565.799805,6565.799805,1513421266
2017-11-11,6565.799805,6821.5,6197.870117,6339.859863000001,6339.859863000001,878096915
2017-11-12,6339.870117,6490.529785,5493.640136999999,5878.129883,5878.129883,1629165385
2017-11-13,5878.089844,6760.149901999999,5828.339844,6522.450195,6522.450195,1135256036
2017-11-14,6522.450195,6728.589844,6419.180176,6597.060059,6597.060059,634604991
2017-11-15,6597.060059,7330.060059,6596.939941,7283.220215,7283.220215,922959468
2017-11-16,7283.02002,7964.640137,7119.169922,7853.680176000001,7853.680176000001,1010130763
2017-11-17,7853.680176000001,8000.189941,7534.700195,7699.950195,7699.950195,917599923
2017-11-18,7699.950195,7857.52002,7458.899901999999,7780.910156,7780.910156,571121111
2017-11-19,7781.02002,8100.870117,7675.410156,8042.640137,8042.640137,541391321
2017-11-20,8042.640137,8294.120117,7947.279785,8244.69043,8244.69043,617354329
2017-11-21,8245.870117,8368.360352,7819.060059,8099.970215,8099.970215,938345413
2017-11-22,8099.919922,8304.370117,8091.629883,8234.549805,8234.549805,539697375
2017-11-23,8234.5,8266.549805,8012.350098000001,8013.410156,8013.410156,555465146
2017-11-24,8013.379883,8332.94043,7900.169922,8200.799805,8200.799805,595710405
2017-11-25,8203.450195,8761.980469,8153.700195,8754.69043,8754.69043,718483679
2017-11-26,8754.620117,9474.620117,8746.55957,9318.419922,9318.419922,782499976
2017-11-27,9318.419922,9733.610352,9316.839844,9733.200195,9733.200195,1025175619
2017-11-28,9732.629883,9969.580078,9638.200195,9906.040039,9906.040039,865328615
2017-11-29,9906.040039,11417.839844,8938.700195,9837.860352,9837.860352,2418792360
2017-11-30,9848.049805,10689.05957,9023.769531,9946.759766,9946.759766,1836210107
2017-12-01,9947.080078,10942.799805,9420.929688,10861.469727,10861.469727,1353669597
2017-12-02,10861.469727,11175.230469,10715.549805,10912.730469,10912.730469,950474241
2017-12-03,10912.719727,11851.089844,10578.429688,11246.209961,11246.209961,1380012064
2017-12-04,11244.200195,11624.629883,10917.80957,11623.910156,11623.910156,1057859226
2017-12-05,11624.370117,11901.870117,11486.129883,11667.129883,11667.129883,1048839303
2017-12-06,11667.129883,13843.200195,11661.759766,13749.570313,13749.570313,2437037791
2017-12-07,13750.089844,16879.259766,13401.610352,16850.310547,16850.310547,4510225316
2017-12-08,16867.980469,17294.849609,13906.099609,16047.610352000002,16047.610352000002,4546014731
2017-12-09,16048.179688,16313.179688,13151.469727,14843.419922,14843.419922,2699876215
2017-12-10,14839.980469,15783.200195,13031.0,15059.599609,15059.599609,2904037859
2017-12-11,15060.450195,17399.179688,15024.55957,16732.470703,16732.470703,2634267594
2017-12-12,16733.289063,17560.650391,16254.530272999998,17083.900391,17083.900391,2246138895
2017-12-13,17083.900391,17267.960938,15669.860352000002,16286.820313,16286.820313,2576055941
2017-12-14,16286.820313,16941.080078,16023.639647999998,16467.910156,16467.910156,1773813863
2017-12-15,16467.910156,17987.029297,16442.199219,17604.849609,17604.849609,2682351213
2017-12-16,17594.080078,19587.699219,17318.539063,19345.490234,19345.490234,2078806368
2017-12-17,19346.599609,19870.619141,18750.910156,19065.710938,19065.710938,2264650369
2017-12-18,19065.710938,19221.099609,18114.419922,18972.320313,18972.320313,2597510049
2017-12-19,18971.189453,19021.970703,16812.800781,17523.699219,17523.699219,3136709262
2017-12-20,17521.730469,17813.599609,15642.69043,16461.970703,16461.970703,3791752510
2017-12-21,16461.089844,17301.830078,14952.980469,15632.120116999999,15632.120116999999,2619295475
2017-12-22,15632.120116999999,15823.719727000002,10875.709961,13664.969727000002,13664.969727000002,6245731508
2017-12-23,13664.969727000002,15493.230469,13356.070313,14396.459961000002,14396.459961000002,2491903154
2017-12-24,14396.629883000001,14413.719727000002,12166.450195,13789.950195,13789.950195,2428437693
2017-12-25,13789.950195,14467.429688,13010.709961,13833.490234,13833.490234,1487888106
2017-12-26,13830.19043,16094.669922,13748.490234,15756.55957,15756.55957,2198577125
2017-12-27,15757.019531,16514.589844,14534.660156,15416.639647999998,15416.639647999998,2162831128
2017-12-28,15416.339844,15505.509766,13466.070313,14398.700195,14398.700195,2425912717
2017-12-29,14398.450195,15109.80957,13951.080078,14392.570313,14392.570313,1733583750
2017-12-30,14392.139647999998,14461.459961000002,11962.089844,12531.519531,12531.519531,2387311023
2017-12-31,12532.379883,14241.820313,12359.429688,13850.400391,13850.400391,1492142483
2018-01-01,13850.490234,13921.530272999998,12877.669922,13444.879883000001,13444.879883000001,1057521524
